controller,scenario,ablation,metric,n,mean,median,std,min,max,ci95_low,ci95_high
untrained_dqn,I,no_lstm,energy_not_served_mwh,10,2.534071,3.069966,2.145983,0.072741,5.189911,1.274597,3.760765
untrained_dqn,I,no_lstm,total_customer_minutes_interrupted,10,278.3,329.5,123.554801,63.0,412.0,202.195,346.2
untrained_dqn,I,no_lstm,restoration_rate,10,0.441746,0.464286,0.18626,0.0,0.7,0.320155,0.539524
untrained_dqn,I,no_lstm,avg_restoration_steps,10,22.887381,21.166667,18.798951,0.0,50.333333,12.118571,34.287589
untrained_dqn,I,no_lstm,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,I,no_lstm,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,I,no_predictive,energy_not_served_mwh,10,2.534071,3.069966,2.145983,0.072741,5.189911,1.274597,3.760765
untrained_dqn,I,no_predictive,total_customer_minutes_interrupted,10,278.3,329.5,123.554801,63.0,412.0,202.195,346.2
untrained_dqn,I,no_predictive,restoration_rate,10,0.441746,0.464286,0.18626,0.0,0.7,0.320155,0.539524
untrained_dqn,I,no_predictive,avg_restoration_steps,10,22.887381,21.166667,18.798951,0.0,50.333333,12.118571,34.287589
untrained_dqn,I,no_predictive,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,I,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,I,no_twin,energy_not_served_mwh,10,2.534071,3.069966,2.145983,0.072741,5.189911,1.274597,3.760765
untrained_dqn,I,no_twin,total_customer_minutes_interrupted,10,278.3,329.5,123.554801,63.0,412.0,202.195,346.2
untrained_dqn,I,no_twin,restoration_rate,10,0.441746,0.464286,0.18626,0.0,0.7,0.320155,0.539524
untrained_dqn,I,no_twin,avg_restoration_steps,10,22.887381,21.166667,18.798951,0.0,50.333333,12.118571,34.287589
untrained_dqn,I,no_twin,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,I,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,J,full_stack,energy_not_served_mwh,10,26.953196,32.601879,23.624284,1.045715,59.010841,13.095103,40.674242
untrained_dqn,J,full_stack,total_customer_minutes_interrupted,10,3789.2,3899.0,1141.302842,1944.0,5716.0,3109.5975,4462.0225
untrained_dqn,J,full_stack,restoration_rate,10,0.063645,0.071429,0.070149,0.0,0.222222,0.025946,0.108089
untrained_dqn,J,full_stack,avg_restoration_steps,10,67.5,5.0,128.565807,0.0,361.0,3.8,152.0
untrained_dqn,J,full_stack,critical_load_interruption_steps,10,244.4,285.5,200.672868,5.0,480.0,127.295,361.6
untrained_dqn,J,full_stack,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,J,no_ems,energy_not_served_mwh,10,26.953196,32.601879,23.624284,1.045715,59.010841,13.095103,40.674242
untrained_dqn,J,no_ems,total_customer_minutes_interrupted,10,3789.2,3899.0,1141.302842,1944.0,5716.0,3109.5975,4462.0225
untrained_dqn,J,no_ems,restoration_rate,10,0.063645,0.071429,0.070149,0.0,0.222222,0.025946,0.108089
untrained_dqn,J,no_ems,avg_restoration_steps,10,67.5,5.0,128.565807,0.0,361.0,3.8,152.0
untrained_dqn,J,no_ems,critical_load_interruption_steps,10,244.4,285.5,200.672868,5.0,480.0,127.295,361.6
untrained_dqn,J,no_ems,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,J,no_lstm,energy_not_served_mwh,10,26.953196,32.601879,23.624284,1.045715,59.010841,13.095103,40.674242
untrained_dqn,J,no_lstm,total_customer_minutes_interrupted,10,3789.2,3899.0,1141.302842,1944.0,5716.0,3109.5975,4462.0225
untrained_dqn,J,no_lstm,restoration_rate,10,0.063645,0.071429,0.070149,0.0,0.222222,0.025946,0.108089
untrained_dqn,J,no_lstm,avg_restoration_steps,10,67.5,5.0,128.565807,0.0,361.0,3.8,152.0
untrained_dqn,J,no_lstm,critical_load_interruption_steps,10,244.4,285.5,200.672868,5.0,480.0,127.295,361.6
untrained_dqn,J,no_lstm,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,J,no_predictive,energy_not_served_mwh,10,26.953196,32.601879,23.624284,1.045715,59.010841,13.095103,40.674242
untrained_dqn,J,no_predictive,total_customer_minutes_interrupted,10,3789.2,3899.0,1141.302842,1944.0,5716.0,3109.5975,4462.0225
untrained_dqn,J,no_predictive,restoration_rate,10,0.063645,0.071429,0.070149,0.0,0.222222,0.025946,0.108089
untrained_dqn,J,no_predictive,avg_restoration_steps,10,67.5,5.0,128.565807,0.0,361.0,3.8,152.0
untrained_dqn,J,no_predictive,critical_load_interruption_steps,10,244.4,285.5,200.672868,5.0,480.0,127.295,361.6
untrained_dqn,J,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,J,no_twin,energy_not_served_mwh,10,26.953196,32.601879,23.624284,1.045715,59.010841,13.095103,40.674242
untrained_dqn,J,no_twin,total_customer_minutes_interrupted,10,3789.2,3899.0,1141.302842,1944.0,5716.0,3109.5975,4462.0225
untrained_dqn,J,no_twin,restoration_rate,10,0.063645,0.071429,0.070149,0.0,0.222222,0.025946,0.108089
untrained_dqn,J,no_twin,avg_restoration_steps,10,67.5,5.0,128.565807,0.0,361.0,3.8,152.0
untrained_dqn,J,no_twin,critical_load_interruption_steps,10,244.4,285.5,200.672868,5.0,480.0,127.295,361.6
untrained_dqn,J,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
