voltage,frequency,load,generation,stress,label
0.8296,49.5751,0.9519,0.1564,0.5846,2
1.0189,49.1273,0.8747,0.5092,0.4715,3
0.8781,49.563,1.0464,0.2573,0.7275,2
0.8954,49.5831,1.9022,0.2998,0.7826,1
0.8775,49.4466,1.0765,0.2515,0.7542,2
1.0109,49.8968,0.4444,0.5677,0.1441,0
1.0004,50.9126,0.9261,0.6494,0.71,3
0.803,49.2447,1.0977,0.3339,0.5857,2
0.9318,49.4744,1.5615,0.3638,0.608,1
0.9984,49.8529,0.2866,0.7805,0.0336,0
0.9466,49.2444,0.9802,0.0964,0.6407,4
1.0322,50.9837,0.5115,0.5124,0.6806,3
0.8623,49.4092,0.7974,0.1265,0.6184,4
0.9231,49.2388,0.4649,0.0096,0.8948,4
0.8948,49.435,0.9978,0.3677,0.6195,2
0.9214,49.1682,1.4341,0.5429,0.924,1
1.0093,48.9377,0.7588,0.7985,0.5167,3
0.9786,48.7579,0.9963,0.6896,0.5544,3
0.9349,49.4468,1.6854,0.5763,0.7434,1
0.893,49.9566,1.1135,0.1543,0.539,2
0.9393,49.5076,1.7354,0.565,0.9788,1
0.872,49.4,0.6563,0.3614,0.6682,2
0.8409,49.727,0.8246,0.1353,0.5215,2
0.9196,49.4965,0.6833,0.0292,0.5039,4
0.9936,51.8321,0.4055,0.7954,0.5542,3
0.9571,49.7893,0.4859,0.1294,0.5312,4
0.9993,50.0524,0.2884,0.6807,0.0007,0
0.823,49.8962,0.9034,0.1475,0.8141,2
0.9778,49.9735,0.4147,0.5574,0.0716,0
0.9723,49.8798,0.3866,0.3084,0.0483,0
0.8729,49.5414,0.776,0.0373,0.7621,4
0.8343,49.2924,0.8523,0.1918,0.5261,2
0.9879,49.9163,0.5639,0.6578,0.0507,0
0.9074,49.631,1.6156,0.2754,0.9792,1
0.9323,51.9803,0.4478,0.2131,0.6271,3
0.992,50.0602,0.2187,0.8259,0.0384,0
0.9248,49.4751,0.4288,0.0162,0.8263,4
1.0114,49.9667,0.3901,0.6284,0.0712,0
0.8964,49.48,1.4056,0.3683,0.6404,1
0.8824,49.4845,0.4823,0.1246,0.4972,4
0.8641,49.0912,0.4638,0.0298,0.5399,4
0.8915,50.0758,0.7505,0.2229,0.5641,2
0.9096,49.1662,0.9599,0.0496,0.4512,4
1.0244,50.1341,0.5345,0.3895,0.0135,0
0.859,49.5789,0.9429,0.0967,0.6555,4
0.8291,49.2451,1.0692,0.3622,0.8409,2
0.8882,49.4814,1.017,0.1285,0.8033,2
0.9706,49.8554,0.5236,0.4972,0.1342,0
0.8822,49.5865,0.6236,0.0514,0.5012,4
1.0455,51.2014,0.8955,0.6799,0.692,3
0.889,49.4873,1.4352,0.577,0.6638,1
1.0393,51.4396,0.6067,0.5668,0.7506,3
0.8535,49.5476,0.9031,0.146,0.5088,4
0.9436,50.7598,0.4831,0.3885,0.7171,3
0.9421,49.4613,0.739,0.1467,0.7514,4
0.8571,49.8194,0.9328,0.2299,0.7907,2
0.9715,48.5003,0.8873,0.535,0.8445,3
0.9707,50.1737,0.4528,0.5816,0.0744,0
0.886,49.3442,1.5445,0.5881,0.6201,1
0.924,49.265,1.8903,0.2315,0.7777,1
0.9038,49.6853,0.6682,0.0178,0.6738,4
0.9762,49.9649,0.4786,0.3001,0.0136,0
0.9656,49.51,0.9341,0.0843,0.7446,4
1.044,50.7706,0.456,0.4727,0.6521,3
0.922,49.5733,0.618,0.0679,0.4938,4
0.8802,49.2486,1.7802,0.52,0.8191,1
0.8772,49.2412,0.6149,0.1421,0.7867,2
0.9428,48.2438,0.9512,0.4357,0.6057,3
0.9373,49.0754,1.6487,0.5707,0.935,1
0.8648,49.7134,0.6744,0.0884,0.6769,4
0.9305,48.7192,0.603,0.5511,0.816,3
0.9353,49.1216,1.8891,0.2414,0.863,1
0.9559,49.4033,0.6308,0.1469,0.8622,4
0.9019,49.6745,1.9823,0.3811,0.6533,1
1.0023,48.666,0.8902,0.5287,0.5413,3
0.9259,49.1607,0.7745,0.0436,0.6054,4
0.9585,49.4551,1.975,0.4016,0.8777,1
0.8781,49.8847,0.8936,0.2748,0.8771,2
1.0109,48.6941,0.9142,0.4534,0.4057,3
0.9715,49.8581,0.5351,0.4199,0.1125,0
0.9587,49.4784,1.4879,0.2248,0.9137,1
0.9403,49.0226,1.8884,0.241,0.9472,1
0.9538,49.5939,0.7368,0.0356,0.8029,4
0.8762,49.2423,0.7671,0.225,0.8152,2
0.9062,49.2484,1.0206,0.1609,0.8475,2
1.0296,48.916,0.7533,0.6531,0.646,3
0.8736,49.5799,0.5161,0.0673,0.8926,4
0.9812,49.8695,0.4569,0.5263,0.0643,0
0.8817,49.1287,0.9076,0.0008,0.6598,4
0.8832,49.65,1.7581,0.5095,0.8501,1
0.854,49.7154,0.7507,0.3352,0.6271,2
0.9566,49.3644,1.8718,0.2637,0.8172,1
0.941,50.9774,0.5323,0.4165,0.4983,3
0.9137,49.7973,0.8942,0.1472,0.454,4
0.849,50.014,0.9296,0.2863,0.8836,2
0.842,49.9166,0.5794,0.177,0.7896,2
1.0247,50.1288,0.3875,0.7817,0.0668,0
0.9878,50.0606,0.3602,0.3494,0.0144,0
0.914,49.5015,0.5265,0.0944,0.5459,4
1.0303,51.7774,0.915,0.6448,0.5959,3
1.0148,49.8615,0.4296,0.499,0.0131,0
0.9807,49.9008,0.2352,0.793,0.1366,0
0.9766,48.5629,0.3118,0.604,0.6407,3
0.8576,49.5968,0.4273,0.1272,0.611,4
0.8627,49.6295,0.5808,0.013,0.7944,4
0.9758,48.0401,0.4094,0.3319,0.736,3
0.8854,49.5072,0.5788,0.133,0.8844,4
0.9053,49.21,1.1123,0.1424,0.5167,2
0.9216,49.4297,0.9682,0.0457,0.7867,4
0.8233,50.0151,1.096,0.1427,0.5736,2
0.9502,49.1555,0.5088,0.1199,0.8335,4
0.9054,49.4397,0.5744,0.0101,0.4942,4
0.9085,49.2647,0.4769,0.0983,0.495,4
0.8584,49.1548,0.6915,0.0493,0.7467,4
0.8683,49.4535,0.8846,0.1438,0.5259,4
0.8271,49.3994,1.0179,0.2308,0.836,2
0.9344,49.2321,1.688,0.3781,0.9099,1
0.9962,51.4886,0.8893,0.7152,0.463,3
0.8736,49.5868,0.776,0.1091,0.8514,4
0.9258,49.6501,0.7473,0.1154,0.5457,4
1.0031,50.0174,0.6994,0.5833,0.1163,0
0.8432,50.0023,0.9127,0.3571,0.5536,2
0.9112,49.3174,0.7013,0.0994,0.8316,4
0.9321,49.6058,0.4842,0.0239,0.7049,4
0.9291,49.7742,0.8416,0.0725,0.6115,4
0.9409,49.1622,1.5586,0.2936,0.8674,1
0.9589,49.289,0.6818,0.0682,0.4709,4
0.8114,50.0716,0.9435,0.182,0.7968,2
0.9153,49.1391,0.7922,0.0548,0.744,4
1.001,49.9505,0.6536,0.6098,0.0529,0
0.8536,49.6339,0.9229,0.2506,0.5556,2
0.8984,49.3602,1.5685,0.2601,0.6629,1
0.9361,49.0947,0.5382,0.1217,0.7741,4
1.011,51.468,0.7531,0.4465,0.5097,3
0.9259,49.1128,1.7777,0.2157,0.8289,1
0.98,50.169,0.4583,0.5433,0.1454,0
1.0227,50.0912,0.6107,0.8684,0.0325,0
0.9691,49.6938,0.5023,0.1246,0.7204,4
0.9485,49.1455,0.7958,0.0397,0.7759,4
0.9015,49.7369,0.5482,0.2135,0.5529,2
0.9821,50.1438,0.4522,0.5519,0.0224,0
0.9806,50.1606,0.4999,0.8267,0.0797,0
0.9756,50.0638,0.651,0.6236,0.0002,0
0.9926,50.7565,0.6709,0.3377,0.761,3
0.9721,49.1802,0.886,0.5457,0.5915,3
0.8525,49.4093,1.1013,0.185,0.8507,2
0.9609,51.6667,0.305,0.5135,0.6339,3
1.0085,48.4107,0.5536,0.2929,0.6932,3
0.8287,49.6825,0.8953,0.2836,0.8967,2
1.0206,51.7189,0.6377,0.4221,0.6497,3
0.9087,49.7199,1.0419,0.2194,0.5552,2
1.0149,49.9786,0.5497,0.3971,0.0322,0
1.0243,48.7982,0.7792,0.2312,0.5751,3
1.0183,50.1293,0.4358,0.6601,0.0132,0
0.8244,49.272,0.5264,0.2153,0.8938,2
0.9287,49.2292,0.9781,0.0086,0.7981,4
0.9312,49.3073,1.521,0.4628,0.9216,1
0.8214,49.9056,0.8574,0.3095,0.7461,2
0.9916,50.062,0.6878,0.3521,0.0414,0
0.9724,51.4619,0.6624,0.6422,0.4309,3
1.003,50.0905,0.4796,0.6498,0.0521,0
0.8249,50.0668,0.8183,0.2212,0.5019,2
0.9126,49.0745,1.4434,0.3177,0.9788,1
0.9648,49.7009,0.8879,0.0862,0.7624,4
0.9976,48.9847,0.9729,0.4753,0.6073,3
0.9534,49.3856,0.5547,0.0574,0.8049,4
0.9342,49.161,1.5894,0.5822,0.8066,1
1.012,49.9053,0.3436,0.5394,0.1123,0
0.8084,50.0383,0.8336,0.2061,0.8577,2
0.8201,49.8715,1.1512,0.1571,0.7948,2
0.9388,49.6109,1.5241,0.2811,0.6999,1
0.8927,49.6232,0.4719,0.0118,0.8801,4
1.0037,48.7039,0.3296,0.4894,0.6793,3
1.0378,48.7469,0.4923,0.3097,0.7439,3
0.8836,49.1777,0.746,0.0081,0.8097,4
1.0428,51.1515,0.9023,0.6655,0.6057,3
1.0119,49.984,0.5446,0.3071,0.0316,0
0.8621,49.2893,0.9171,0.0281,0.5683,4
0.8518,49.7518,0.7561,0.2496,0.5842,2
0.8402,49.5605,0.8155,0.2714,0.8917,2
0.9451,49.5046,1.8825,0.4221,0.9425,1
0.8917,49.6714,1.4897,0.5223,0.6706,1
0.9461,48.8198,0.6738,0.3894,0.619,3
0.8618,49.7111,0.7789,0.3072,0.524,2
0.8524,49.7669,0.8149,0.2004,0.6444,2
0.9169,49.648,0.6065,0.0618,0.608,4
0.8739,49.4607,0.7895,0.0262,0.8011,4
0.8358,49.6594,1.0423,0.2341,0.5314,2
0.8844,49.5054,0.4869,0.0251,0.8135,4
0.8464,49.7511,0.7833,0.3721,0.5316,2
0.8251,49.4852,0.7039,0.1802,0.7579,2
0.8976,49.9029,1.1571,0.3244,0.7084,2
0.9797,50.73,0.8094,0.5972,0.8232,3
0.9826,49.9588,0.2478,0.8621,0.071,0
0.9716,49.9588,0.5825,0.35,0.0394,0
0.8867,49.6521,1.6339,0.2917,0.895,1
1.0052,51.7901,0.32,0.5981,0.7872,3
0.8951,49.6205,1.1096,0.3805,0.7194,2
0.9576,49.4883,1.5062,0.439,0.8524,1
0.9022,49.5118,0.7203,0.1363,0.6667,4
0.9444,49.3093,1.6195,0.3039,0.7214,1
1.0014,50.1033,0.2682,0.4721,0.0803,0
1.0436,50.7119,0.6013,0.3758,0.504,3
1.0029,49.8754,0.6411,0.5623,0.0375,0
1.0294,50.803,0.7377,0.51,0.76,3
0.9469,49.5477,0.5708,0.1114,0.814,4
0.9526,50.8776,0.3772,0.4732,0.6037,3
0.909,49.2565,0.4913,0.1455,0.46,4
0.9869,49.85,0.4192,0.3049,0.0135,0
0.9996,49.9368,0.3558,0.7797,0.1497,0
1.0136,50.8043,0.8254,0.2877,0.5199,3
0.9386,50.9498,0.8891,0.6904,0.7727,3
1.0285,50.0859,0.3924,0.885,0.0371,0
0.982,50.0941,0.247,0.6996,0.0313,0
1.0118,51.12,0.7404,0.2253,0.8218,3
0.8647,49.385,0.5793,0.0541,0.4734,4
0.9579,49.1652,1.6605,0.206,0.9178,1
0.8644,49.6313,0.4054,0.0063,0.8026,4
1.0126,51.702,0.4741,0.5,0.7087,3
0.9024,50.0973,0.9376,0.1179,0.7578,2
0.945,49.1007,0.5396,0.1473,0.8049,4
0.8886,49.5948,0.6351,0.3068,0.6433,2
0.9001,49.0276,1.824,0.4236,0.8171,1
0.9528,51.152,0.8127,0.3652,0.7741,3
0.8692,49.4249,0.6696,0.1229,0.6937,4
0.9301,48.4928,0.4299,0.2112,0.7856,3
0.8787,49.5768,0.795,0.0808,0.6244,4
0.932,49.6126,0.4925,0.0425,0.6344,4
0.8122,49.6709,0.5467,0.3506,0.5519,2
0.9821,49.9941,0.2494,0.6426,0.1254,0
0.9931,48.3327,0.5564,0.5636,0.4319,3
0.9325,49.6499,1.8992,0.3872,0.8556,1
0.8614,50.0444,0.7912,0.2107,0.7834,2
0.8819,49.0325,0.4422,0.0456,0.8751,4
0.8617,49.5801,0.719,0.0284,0.6868,4
0.9256,49.6633,1.7351,0.4233,0.8984,1
0.893,49.367,0.7991,0.1324,0.5251,4
0.924,49.3533,1.7945,0.4136,0.84,1
0.8993,49.6951,1.1978,0.3535,0.6649,2
1.0291,51.0129,0.6819,0.425,0.6476,3
0.8396,49.6072,1.1719,0.1001,0.5139,2
0.8655,49.6658,1.1954,0.1906,0.6201,2
0.8972,49.2204,1.8629,0.5773,0.9289,1
0.9114,49.4565,0.743,0.0141,0.6572,4
0.8911,49.257,1.7493,0.2932,0.9244,1
1.0042,50.0276,0.3087,0.3463,0.0487,0
0.9507,48.8965,0.7034,0.7446,0.6679,3
0.8041,49.9275,0.7671,0.334,0.8687,2
0.8383,49.9354,0.7916,0.3603,0.8479,2
0.9398,49.5946,1.9572,0.4536,0.8529,1
0.9883,49.8165,0.47,0.3897,0.0754,0
0.8923,49.4715,1.9984,0.5884,0.9011,1
0.9106,49.1777,0.5739,0.0591,0.5095,4
0.9986,50.0981,0.4741,0.4575,0.0598,0
1.0229,50.8753,0.6915,0.4927,0.6935,3
0.9249,49.698,1.7145,0.2969,0.7065,1
0.9688,48.1165,0.7702,0.4541,0.5567,3
0.8379,49.7899,1.0388,0.1508,0.6399,2
1.0048,51.9015,0.4634,0.6112,0.4702,3
0.9767,49.8218,0.6745,0.856,0.1303,0
0.8015,49.8244,0.5779,0.235,0.5091,2
0.9392,49.1483,1.7279,0.5001,0.8195,1
0.9376,49.1131,0.8193,0.0028,0.7124,4
0.8552,49.1363,0.5704,0.1184,0.7281,4
0.9979,50.1781,0.2333,0.6962,0.0994,0
0.8951,49.2172,1.1072,0.2948,0.5925,2
0.991,49.175,0.6393,0.5583,0.4396,3
0.9201,49.3206,1.9558,0.2086,0.699,1
0.8866,49.3919,0.8466,0.0028,0.7579,4
0.8688,49.4126,1.1848,0.2504,0.8248,2
0.8967,50.0014,1.0704,0.1088,0.722,2
0.8248,49.5076,0.775,0.1412,0.792,2
0.9653,49.49,0.7753,0.0341,0.5582,4
0.9141,49.2187,1.7632,0.3797,0.6527,1
0.9265,49.4788,1.5214,0.2552,0.8754,1
0.9591,49.3441,0.9454,0.1155,0.7453,4
0.9601,49.254,0.7344,0.1423,0.5033,4
0.8923,49.331,0.5206,0.1956,0.8892,2
0.9664,49.0682,0.7458,0.643,0.4684,3
0.8885,49.1293,1.8575,0.4448,0.7067,1
0.9235,49.4771,0.5385,0.0039,0.4858,4
0.9461,48.6094,0.7547,0.3104,0.5744,3
0.9465,50.7419,0.8352,0.209,0.5214,3
0.9567,48.2637,0.4432,0.3062,0.8296,3
1.0341,51.1224,0.6203,0.3481,0.5822,3
1.0065,50.1297,0.5601,0.5365,0.1409,0
0.9213,49.4202,0.9255,0.118,0.6843,4
0.9848,49.1411,0.472,0.5227,0.8427,3
1.0035,50.0065,0.5153,0.3296,0.0437,0
1.0361,48.3717,0.4165,0.3767,0.8136,3
0.9584,49.3709,0.7877,0.0136,0.6753,4
0.9423,49.6565,1.8177,0.2541,0.7654,1
0.933,51.8656,0.9271,0.7295,0.4406,3
0.8761,50.0164,1.0575,0.3155,0.5494,2
1.0124,50.0536,0.2427,0.7244,0.109,0
0.9234,49.1279,0.7302,0.0066,0.5269,4
0.8622,49.7936,0.6051,0.3606,0.5715,2
0.9952,49.9238,0.5843,0.5678,0.094,0
1.0239,50.1842,0.2018,0.7592,0.0018,0
1.0326,48.0075,0.9179,0.3427,0.665,3
0.9844,51.4816,0.3046,0.7293,0.5252,3
0.9484,49.1661,0.5109,0.0083,0.6071,4
0.9483,49.4669,1.9028,0.3194,0.9682,1
0.9765,50.1975,0.2807,0.4706,0.0991,0
0.9187,49.4497,0.9798,0.1124,0.6121,4
0.9756,49.9197,0.3843,0.5274,0.0102,0
1.0312,51.3121,0.3854,0.7156,0.5481,3
0.993,48.7957,0.3765,0.6378,0.683,3
0.999,50.0755,0.6669,0.8918,0.0431,0
0.9517,49.2077,0.7451,0.0935,0.8672,4
0.9175,49.4158,0.7791,0.0739,0.531,4
0.8779,49.2324,0.5161,0.0177,0.6592,4
1.0142,49.8829,0.5077,0.5488,0.0068,0
0.8616,49.7738,0.5079,0.1604,0.6127,2
0.9885,50.0027,0.362,0.3037,0.1029,0
0.8436,49.712,1.1721,0.3496,0.5776,2
0.9015,49.6312,0.8322,0.1107,0.5543,2
0.9302,49.6244,1.7222,0.334,0.9136,1
1.0413,51.3774,0.6955,0.6069,0.6498,3
0.9825,50.0742,0.5998,0.8328,0.053,0
0.9024,49.0218,1.9902,0.4506,0.937,1
0.9227,49.1499,0.4701,0.1174,0.5887,4
0.8781,49.4443,0.5608,0.3631,0.6486,2
0.8238,49.4721,0.5786,0.3355,0.8111,2
0.9966,49.81,0.4413,0.6,0.0285,0
1.0179,49.0082,0.4003,0.7231,0.77,3
0.9312,49.1062,0.8347,0.0689,0.7712,4
0.8639,49.2488,0.4264,0.1272,0.8423,4
0.8514,49.2415,0.8644,0.2977,0.625,2
0.941,49.5111,0.5259,0.0301,0.579,4
0.8883,49.3529,0.4706,0.0224,0.5731,4
1.0275,50.0239,0.2512,0.6255,0.0824,0
0.8156,49.8339,0.6983,0.1734,0.5285,2
0.9571,49.4325,0.4304,0.0043,0.8565,4
0.9764,49.8215,0.4132,0.4074,0.0894,0
0.9255,49.5521,0.6675,0.0533,0.5995,4
0.937,49.4696,1.7201,0.5895,0.9023,1
0.9981,51.7431,0.789,0.2584,0.5397,3
0.9865,48.1868,0.927,0.3548,0.5636,3
0.936,49.4656,1.8733,0.553,0.7813,1
0.9739,49.8452,0.4393,0.8075,0.0423,0
0.8665,49.3147,0.5721,0.3453,0.8187,2
0.8612,49.2638,0.7115,0.2383,0.7362,2
0.9297,49.3836,1.9843,0.3535,0.7363,1
0.9017,49.7842,0.7403,0.0513,0.7624,4
0.933,49.0545,1.9585,0.4297,0.7947,1
0.9215,49.2603,0.4586,0.0668,0.5886,4
0.9384,51.7583,0.8399,0.4273,0.6224,3
0.9754,50.1268,0.6436,0.842,0.0954,0
1.0154,50.0644,0.4265,0.4749,0.0923,0
0.9535,48.4116,0.6992,0.7479,0.537,3
1.0161,49.2874,0.7079,0.5669,0.6297,3
0.9482,49.0437,1.9406,0.5872,0.6003,1
0.9485,49.2874,0.9167,0.1299,0.5559,4
0.8973,49.2545,0.6297,0.0572,0.6953,4
0.918,49.1318,1.6308,0.5698,0.936,1
0.9031,49.6109,1.4753,0.2046,0.8594,1
0.9377,49.3407,1.662,0.5961,0.6339,1
1.0332,48.904,0.9512,0.5739,0.6045,3
0.9962,51.1619,0.4301,0.5627,0.6601,3
0.937,49.1885,1.9559,0.4305,0.6134,1
1.0041,50.082,0.2566,0.5889,0.1036,0
0.9384,49.3685,1.9156,0.5002,0.7118,1
0.8594,49.7119,0.4531,0.0709,0.7838,4
1.011,50.0157,0.4898,0.6678,0.1355,0
0.9434,49.3751,0.7076,0.0704,0.7802,4
0.9723,48.383,0.4173,0.617,0.6689,3
0.88,49.7073,0.543,0.2419,0.5676,2
1.0094,49.9167,0.5687,0.3164,0.0727,0
0.9204,49.596,1.5667,0.253,0.7124,1
0.8016,49.3004,0.6222,0.2775,0.5605,2
0.9744,51.7173,0.4653,0.3085,0.6373,3
0.9906,49.8338,0.2725,0.8604,0.0231,0
1.0203,51.1981,0.7625,0.6356,0.4753,3
0.9381,49.2761,0.7854,0.1133,0.5022,4
0.9171,49.3334,1.6858,0.5793,0.969,1
0.9104,49.4939,1.6848,0.2581,0.9481,1
0.9873,50.1189,0.391,0.4894,0.0795,0
0.9758,50.0125,0.3769,0.8065,0.0916,0
0.8368,49.4404,0.5688,0.2963,0.6565,2
0.9387,49.4121,1.517,0.335,0.8761,1
0.9051,49.0074,1.4051,0.2272,0.7645,1
0.8625,49.3568,0.5316,0.0425,0.5369,4
1.0072,49.8228,0.4971,0.8364,0.0325,0
0.9266,49.5665,0.472,0.1285,0.5085,4
0.9464,49.1478,0.4665,0.0276,0.5826,4
1.0083,50.1691,0.3382,0.5562,0.1355,0
0.8283,49.9027,0.6941,0.1187,0.6554,2
0.9855,50.1251,0.289,0.3416,0.1469,0
0.9288,49.1249,1.6952,0.2575,0.9075,1
0.9291,49.0744,1.6649,0.3036,0.6139,1
1.0043,49.9002,0.4229,0.8379,0.0223,0
1.026,50.0658,0.3332,0.72,0.1357,0
0.8504,49.5661,0.8626,0.0717,0.6318,4
1.0024,49.8013,0.6771,0.7908,0.0723,0
0.9142,49.7933,0.6001,0.0454,0.4748,4
0.9919,50.1413,0.37,0.8047,0.1141,0
0.8713,49.359,0.5275,0.2152,0.5764,2
1.0376,48.467,0.3594,0.5797,0.7309,3
0.8829,49.0178,1.9978,0.2954,0.7555,1
0.9272,49.3997,0.979,0.1218,0.885,4
0.9722,49.8224,0.5939,0.3257,0.0177,0
0.905,49.5425,0.9246,0.0223,0.7107,4
0.9722,49.8566,0.5269,0.5827,0.1377,0
0.9846,50.0595,0.2072,0.6796,0.1357,0
0.9974,49.8683,0.4955,0.7907,0.0159,0
1.0014,48.082,0.4418,0.4024,0.7762,3
0.9689,48.7488,0.3961,0.7019,0.7569,3
1.0056,49.9342,0.2604,0.3847,0.0623,0
0.8609,49.5948,1.148,0.1122,0.54,2
0.8951,49.1262,0.9278,0.0121,0.4533,4
1.0124,50.0375,0.3419,0.7161,0.1188,0
1.0131,51.5318,0.6662,0.4472,0.8221,3
0.933,49.477,0.8303,0.0918,0.4896,4
0.8383,49.2041,0.6649,0.1353,0.7121,2
1.0071,50.1451,0.6934,0.6045,0.0696,0
0.9021,49.1356,1.878,0.4741,0.9874,1
0.9897,51.8995,0.3378,0.4185,0.4943,3
0.8368,49.9246,1.0309,0.113,0.7962,2
0.8711,49.6284,0.691,0.0174,0.8528,4
1.0011,50.9584,0.7738,0.3954,0.7505,3
0.8251,49.4134,0.7888,0.16,0.8565,2
0.9983,49.9938,0.6452,0.387,0.1392,0
0.9514,51.2951,0.4359,0.4152,0.5214,3
0.814,49.823,0.5418,0.141,0.8407,2
0.9802,48.2858,0.5066,0.2941,0.7576,3
0.9587,49.4625,0.7317,0.0345,0.6353,4
0.9087,49.7965,0.7549,0.1255,0.5756,4
1.0183,51.1255,0.7056,0.7351,0.6663,3
0.9531,49.6288,1.6507,0.2177,0.9965,1
0.854,49.4249,0.6876,0.1197,0.8196,4
0.9894,51.679,0.7852,0.444,0.4981,3
0.8325,49.7829,0.5635,0.2439,0.6219,2
1.033,48.0317,0.6184,0.6631,0.7934,3
0.9522,48.8149,0.7927,0.2008,0.6823,3
1.0372,50.7425,0.5981,0.3619,0.8257,3
0.919,49.1657,0.8108,0.0931,0.6011,4
1.0009,50.164,0.382,0.3309,0.0574,0
1.0043,50.9278,0.6912,0.2402,0.7192,3
0.8911,49.2345,1.7238,0.4596,0.895,1
0.9545,49.5623,0.8519,0.1141,0.5942,4
0.8554,49.5806,0.5381,0.2118,0.681,2
0.9132,49.0982,0.8259,0.1017,0.6898,4
0.8497,49.5313,0.9713,0.308,0.8912,2
0.9813,50.1536,0.2437,0.5344,0.0268,0
0.9766,49.9104,0.5485,0.5978,0.1312,0
0.9643,49.0182,0.6499,0.1024,0.8693,4
0.9716,51.5381,0.5041,0.2378,0.7923,3
0.9468,49.3637,1.6015,0.4315,0.8623,1
0.8535,49.7993,0.8711,0.2645,0.6832,2
0.8658,49.6315,0.503,0.039,0.6679,4
0.8847,49.2426,0.7472,0.2368,0.5665,2
0.9369,49.1997,1.9839,0.5357,0.8771,1
0.8929,49.0818,1.9963,0.4298,0.7764,1
0.8203,49.7062,0.5243,0.1951,0.6375,2
0.8493,50.0779,0.8736,0.1364,0.51,2
1.0222,49.2062,0.4092,0.7821,0.6458,3
0.8898,49.5644,0.6843,0.0435,0.8748,4
0.93,49.6397,0.8371,0.1383,0.6024,4
1.0139,50.1601,0.2697,0.6306,0.0462,0
1.0041,51.1646,0.5285,0.5649,0.4878,3
0.8767,49.7485,0.5668,0.0034,0.6923,4
1.0112,49.2686,0.5761,0.4943,0.6714,3
0.9632,49.7268,0.6166,0.0222,0.8342,4
0.8425,49.211,0.7414,0.1924,0.6782,2
0.8605,49.5823,0.6665,0.1489,0.8117,4
0.818,49.8552,1.1284,0.3186,0.6657,2
0.9218,49.1149,0.5819,0.1483,0.6864,4
0.8073,50.0641,1.0293,0.1265,0.6638,2
0.8456,49.7002,0.9972,0.3266,0.5548,2
0.9466,49.2026,1.6944,0.5291,0.7208,1
0.8865,49.4474,0.6781,0.004,0.4511,4
0.833,49.7765,0.9456,0.1373,0.7664,2
0.8459,49.6427,0.9815,0.1734,0.5477,2
0.8542,50.0736,0.9192,0.2085,0.6922,2
1.0342,48.6189,0.786,0.2718,0.6306,3
0.8521,49.2076,0.749,0.0219,0.6575,4
0.9086,49.037,1.6167,0.4545,0.9821,1
0.9874,50.0118,0.6682,0.6083,0.115,0
0.9412,49.4191,1.5003,0.329,0.7265,1
0.8299,49.8282,0.7538,0.2603,0.6407,2
0.881,49.3627,1.6238,0.394,0.7361,1
0.8882,49.1082,1.5327,0.2754,0.9588,1
0.9328,49.762,0.9076,0.1069,0.766,4
0.995,50.1664,0.2583,0.3787,0.0026,0
0.8343,49.5263,1.0719,0.3669,0.7391,2
0.8189,49.4742,1.0211,0.1356,0.5515,2
0.935,49.2152,1.5259,0.5924,0.7699,1
0.9747,50.1099,0.5787,0.3255,0.0162,0
0.9212,49.3753,0.9451,0.0065,0.5857,4
1.0153,50.1129,0.66,0.4232,0.1352,0
0.9336,49.0205,1.4873,0.4985,0.711,1
0.8917,49.1284,0.7004,0.1093,0.5588,4
0.8582,49.6557,0.8579,0.0793,0.7721,4
0.8189,49.8786,0.503,0.3176,0.8697,2
0.9522,49.3798,0.8189,0.0278,0.7531,4
0.9809,49.9419,0.3898,0.4286,0.0341,0
1.0157,49.9257,0.433,0.6118,0.0744,0
0.8775,49.7014,0.5284,0.1984,0.5463,2
0.8503,49.8626,0.9809,0.3523,0.5903,2
0.9649,48.2454,0.3487,0.7046,0.6141,3
0.8197,50.0989,0.8442,0.1316,0.6752,2
0.9772,49.9579,0.5475,0.8865,0.1112,0
0.8852,49.6826,1.6032,0.438,0.9963,1
0.984,49.9699,0.4496,0.7589,0.1149,0
0.8828,49.6316,0.7863,0.06,0.6641,4
0.964,49.79,0.7068,0.0221,0.6546,4
0.985,49.9989,0.5142,0.3808,0.0149,0
1.0198,49.9993,0.2134,0.4075,0.0907,0
0.8168,49.7598,0.5674,0.123,0.8006,2
1.0251,51.5607,0.6432,0.357,0.5546,3
0.9156,49.7621,0.419,0.0646,0.8617,4
0.984,48.5753,0.3252,0.3061,0.6967,3
0.8973,49.3477,0.8015,0.1937,0.6556,2
1.0041,49.9962,0.4769,0.6236,0.0705,0
0.9525,49.4053,0.6348,0.0742,0.8869,4
0.9312,49.6132,0.5707,0.0092,0.7157,4
0.947,49.2442,1.8452,0.2108,0.9565,1
0.8419,49.5853,1.1944,0.2236,0.5226,2
0.8998,49.4537,1.7555,0.5642,0.6262,1
0.8126,49.3528,0.8769,0.1112,0.7631,2
0.9982,48.3466,0.7872,0.5528,0.8436,3
0.9984,50.827,0.6419,0.6145,0.4927,3
0.9903,48.4414,0.7304,0.418,0.5962,3
1.0063,48.0979,0.8952,0.3284,0.5193,3
0.9096,49.5618,0.6581,0.3229,0.5368,2
0.8614,49.2695,0.4404,0.1202,0.6639,4
